原保险保费收入,原保险保费收入_财产险,原保险保费收入_人身险,原保险保费收入_人身险_寿险,原保险保费收入_人身险_健康险,原保险保费收入_人身险_人身意外伤害险,人身保险公司保户投资款新增交费,人身保险公司投连险独立账户新增交费,原保险赔付支出,原保险赔付支出_财产险,原保险赔付支出_人身险,原保险赔付支出_人身险_寿险,原保险赔付支出_人身险_健康险,原保险赔付支出_人身险_人身意外伤害险,业务及管理费,银行存款,投资,资产总额,from_url,info,养老保险公司企业年金缴费,养老保险公司企业年金受托管理资产,养老保险公司企业年金投资管理资产,Year,Month
119791207.15,21544037.68,98247169.47,84592829.81,11687399.39,1966940.27,59689897.36,3024829.18,28913298.82,10759501.94,18153796.88,15437032.78,2274342.82,442421.28,8383169.19,265102453.56,934324917.55,1385353420.12,http://www.iachina.cn/art/2016/4/26/art_617_94205.html,2016年1-3月保险业经营情况表,,,,2016,1-3
140801206.0,28850774.17,111950431.83,93883220.39,15421110.71,2646100.73,69694186.03,3994770.4,36774442.84,14334410.42,22440032.42,18908726.44,2960829.27,570476.72,11514247.34,222636607.31,974508334.95,1380010971.45,http://www.iachina.cn/art/2016/5/27/art_617_94206.html,2016年1-4月保险业经营情况表,,,,2016,1-4
161201764.23,35435078.32,125766685.91,103408292.7,19139616.05,3218777.16,75962861.43,4860964.07,44524029.64,17984871.35,26539158.29,22173948.17,3654886.26,710323.86,14338616.28,221683862.08,989409166.27,1397690028.45,http://www.iachina.cn/art/2016/6/20/art_617_94207.html,2016年1-5月保险业经营情况表,,,,2016,1-5
188128166.51,43019660.02,145108506.49,117610249.26,23593324.63,3904932.6,81032356.51,5452215.04,52623695.95,21655509.54,30968186.41,25742741.37,4375590.67,849854.37,17687901.84,236052312.16,1020240680.25,1426607548.51,http://www.iachina.cn/art/2016/7/21/art_617_94208.html,2016年1-6月保险业经营情况表,,,,2016,1-6
208304687.61,49791663.94,158513023.67,126613775.31,27438919.08,4460329.28,86700047.31,6056950.55,60566724.12,25379241.8,35187482.32,29035024.29,5159270.14,993187.9,20507797.76,217747966.6,1038634824.02,1432593729.63,http://www.iachina.cn/art/2016/8/22/art_617_94209.html,2016年1-7月保险业经营情况表,,,,2016,1-7
229589373.2,56350848.93,173238524.26,137214564.44,30982305.06,5041654.77,92951878.19,6689575.75,69011431.16,29371278.69,39640152.47,32427248.8,6053100.72,1159802.94,23515521.9,225269540.98,1048609761.65,1448263921.52,http://www.iachina.cn/art/2016/9/29/art_617_94210.html,2016年1-8月保险业经营情况表,,,,2016,1-8
251682615.02,63705827.27,187976787.74,147838733.48,34304068.94,5833985.32,99123790.51,7346167.49,77506998.97,33215870.33,44291128.64,36105332.6,6871908.29,1313887.75,26859725.66,229613643.49,1053248219.52,1463190172.53,http://www.iachina.cn/art/2016/11/7/art_617_94211.html,2016年1-9月保险业经营情况表,,,,2016,1-9
270103752.11,70183820.6,199919931.51,157039706.85,36477410.33,6402814.33,104637259.38,7989407.78,85261669.92,36701245.17,48560424.75,39465560.63,7634167.17,1460696.94,29896253.79,232342208.54,1058768949.84,1480266401.04,http://www.iachina.cn/art/2016/11/30/art_617_94212.html,2016年1-10月保险业经营情况表,,,,2016,1-10
288648711.1,77730543.83,210918167.27,165566817.12,38417959.98,6933390.17,112263381.48,8881889.86,94500194.17,41311225.98,53188968.18,42875209.48,8707195.14,1606563.56,33562674.75,235223944.12,1076667609.93,1496086029.44,http://www.iachina.cn/art/2016/12/23/art_617_94213.html,2016年1-11月保险业经营情况表,,,,2016,1-11
309591008.9,87244981.36,222346027.54,174422166.77,40424967.91,7498892.86,118601615.29,9389744.45,105128899.84,47261838.89,57867060.95,46029461.77,10007522.22,1830076.96,38955248.72,248442107.31,1090664619.03,1511691649.52,http://www.iachina.cn/art/2017/2/22/art_617_94214.html,2016年保险业经营情况表,,,,2016,1-12
85534033.87,9738126.99,75795906.88,68615893.69,6411138.21,768874.98,9715877.33,252580.55,12772913.56,4196850.15,8576063.41,7295260.69,1094865.7,185937.02,3398864.68,273117409.71,1114564152.01,1576535541.59,http://www.iachina.cn/art/2017/3/2/art_617_94215.html,2017年1月保险业经营情况表,,,,2017,1
119028138.81,15352674.04,103675464.76,91679619.06,10695106.05,1300739.65,15997657.96,534743.36,22416088.79,7069179.24,15346909.55,13172784.86,1869058.65,305066.03,6235527.38,258096474.76,1127119989.62,1595780387.19,http://www.iachina.cn/art/2017/3/22/art_617_94216.html,2017年1-2月保险业经营情况表,,,,2017,1-2
158660236.99,24021264.93,134638972.05,116314535.27,15998201.08,2326235.7,23134281.54,826206.82,33050132.36,11353025.32,21697107.05,18365320.44,2839980.96,491805.64,9859717.77,236049912.02,1171309731.41,1618151195.07,http://www.iachina.cn/art/2017/5/3/art_617_94217.html,2017年1-3月保险业经营情况表,,,,2017,1-3
179963303.93,31885198.12,148078105.82,125876211.75,19140230.13,3061663.93,27467306.43,1031123.28,40956361.85,14912602.08,26043759.78,21772131.98,3631047.0,640580.8,13131931.7,212020106.17,1203181640.56,1598943609.53,http://www.iachina.cn/art/2017/6/13/art_617_94218.html,2017年1-4月保险业经营情况表,,,,2017,1-4
202918007.55,39564149.14,163353858.41,137173851.74,22400011.13,3779995.54,30843720.02,1213315.76,49001009.68,18846693.75,30154315.94,24813404.47,4502660.75,838250.71,16545616.74,234049445.24,1190286076.37,1606259671.62,http://www.iachina.cn/art/2017/6/28/art_617_94219.html,2017年1-5月保险业经营情况表,,,,2017,1-5
231401495.45,48524378.57,182877116.88,152096140.18,26156889.0,4624087.69,34828860.06,1646921.93,57855012.9,22945019.64,34909993.26,28421632.32,5470859.56,1017501.38,20341100.7,215932308.16,1234056354.15,1643044791.18,http://www.iachina.cn/art/2017/8/10/art_617_94220.html,2017年1-6月保险业经营情况表,,,,2017,1-6
252675555.16,56292689.59,196382865.57,162214613.76,28864361.71,5303890.11,38097394.4,2395478.9,65844323.44,26970622.18,38873701.26,31166512.93,6505133.6,1202054.73,23567819.2,195881169.66,1246764619.36,1632382960.4,http://www.iachina.cn/art/2017/9/1/art_617_94221.html,2017年1-7月保险业经营情况表,,,,2017,1-7
276541769.99,63881132.88,212660637.11,174654969.13,31949255.13,6056412.84,41739970.35,3162867.33,74363643.4,31246191.59,43117451.8,34079551.06,7624531.51,1413369.23,26731367.16,196178261.8,1250080800.81,1636143978.33,http://www.iachina.cn/art/2017/10/9/art_617_95589.html,2017年1-8月保险业经营情况表,,,,2017,1-8
304573173.18,72302834.31,232270338.87,189409170.97,35830499.74,7030668.16,46524958.71,3806503.17,83272656.9,35669905.5,47602751.4,37133075.93,8846113.59,1623561.88,30425390.17,201134669.56,1263582594.79,1658243165.53,http://www.iachina.cn/art/2017/11/21/art_617_95902.html,2017年1-9月保险业经营情况表,,,,2017,1-9
323887679.96,79611362.01,244276317.95,198156253.23,38420882.44,7699182.28,50765401.89,3972071.35,90846751.6,39443910.98,51402840.62,39776365.47,9841803.67,1784671.48,33410032.12,191123741.21,1278381459.75,1661984320.2,http://www.iachina.cn/art/2017/11/27/art_617_96015.html,2017年1-10月保险业经营情况表,,,,2017,1-10
343975833.44,88130729.56,255845103.88,206441403.23,41055434.91,8348265.74,55361017.4,4157640.32,100908462.55,44522715.32,56385747.23,43136903.54,11254075.81,1994767.88,37058547.65,193021087.4,1277177694.44,1664096886.61,http://www.iachina.cn/art/2018/1/10/art_617_101963.html,2017年1-11月保险业经营情况表,,,,2017,1-11
365810073.85,98346579.05,267463494.8,214555650.29,43894603.83,9013240.68,58923639.73,4704175.97,111807932.57,50874495.97,60933436.6,45748906.94,12947670.22,2236859.45,42880643.4,192740725.29,1299321408.14,1674893735.07,http://www.iachina.cn/art/2018/3/6/art_617_102082.html,2017年保险业经营情况表,,,,2017,1-12
365810073.85,98346579.05,267463494.8,214555650.29,43894603.83,9013240.68,58923639.73,4704175.97,111807932.57,50874495.97,60933436.6,45748906.94,12947670.22,2236859.45,42880643.4,192740725.29,1299321408.14,1674893735.07,,2017年保险业经营情况,,,,2017,1-12
68519191.78,11454663.02,57064528.75,50787454.05,5323376.13,953698.58,18563165.1,869157.37,13131087.35,4753829.05,8377258.3,6525964.78,1619936.17,231357.34,3179866.72,188340380.65,1313660366.91,1690528099.26,http://www.iachina.cn/art/2018/3/9/art_617_102111.html,2018年1月保险业经营情况表,,,,2018,1
68519191.78,11454663.02,57064528.75,50787454.05,5323376.13,953698.58,18563165.1,869157.37,13131087.35,4753829.05,8377258.3,6525964.78,1619936.17,231357.34,3179866.72,188340380.65,1313660366.91,1690528099.26,,2018年1月保险业经营情况,,,,2018,1
97034372.62,17721912.27,79312460.35,69017036.9,8749972.64,1545450.8,25134457.09,1509510.17,22556676.55,8241803.44,14314873.1,11268009.75,2637951.58,408911.78,6151768.99,190830329.04,1309099035.19,1688522210.14,http://www.iachina.cn/art/2018/4/3/art_617_102275.html,2018年1-2月保险业经营情况表,,,,2018,1-2
97034372.62,17721912.27,79312460.35,69017036.9,8749972.64,1545450.8,25134457.09,1509510.17,22556676.55,8241803.44,14314873.1,11268009.75,2637951.58,408911.78,6151768.99,190830329.04,1309099035.19,1688522210.14,,2018年1-2月保险业经营情况,,,,2018,1-2
140843643.97,27529028.85,113314615.11,95008077.49,15615207.09,2691330.53,31838375.24,2031738.59,32683157.15,12552891.08,20130266.07,15683566.7,3837751.08,608948.3,9637904.73,201820475.12,1324508930.15,1722424060.85,,2018年1-3月保险业经营情况,,,,2018,1-3
165854238.5,36308655.08,129545583.41,105672150.87,20292291.54,3581141.01,35441448.43,2222718.25,40933668.71,16817427.09,24116241.61,18384509.1,4935827.03,795905.49,13114866.84,205083571.45,1335084892.35,1734425909.17,,2018年1-4月保险业经营情况,,,,2018,1-4
191030191.73,44747726.56,146282465.17,117350998.35,24487926.21,4443540.61,39762305.17,2368098.86,50159128.28,21639207.23,28519921.05,21320232.76,6195668.49,1004019.8,16753434.85,197739277.28,1357135368.04,1750355659.35,,2018年1-5月保险业经营情况,,,,2018,1-5
223693980.47,54418227.82,169275752.65,133614371.98,30194484.1,5466896.57,44131340.97,2649535.31,59877818.66,26285790.51,33592028.16,24894036.26,7450000.08,1247991.81,20612738.52,214203848.77,1354532926.35,1764421683.58,,2018年1-6月保险业经营情况,,,,2018,1-6
246702330.73,62720978.66,183981352.07,143801988.51,33898589.8,6280773.77,48801272.32,2700026.65,69229713.23,31236590.59,37993122.64,27683181.47,8832839.46,1477101.71,24699352.47,205416114.37,1364407425.89,1765461842.49,,2018年1-7月保险业经营情况,,,,2018,1-7
274495776.41,71060702.84,203435073.58,158325610.65,37964343.47,7145119.46,54405304.24,2765138.16,79646083.59,36253474.56,43392609.02,31274931.48,10395133.92,1722543.62,28464595.23,216052277.47,1354923244.67,1765550425.5,,2018年1-8月保险业经营情况,,,,2018,1-8
306617946.14,80034035.21,226583910.93,174907543.21,43370061.17,8306306.55,61637186.61,2896875.79,91294191.04,41495567.4,49798623.64,35892671.72,11952691.31,1953260.61,32361735.16,228498972.07,1358887414.52,1787535630.93,,2018年1-9月保险业经营情况,,,,2018,1-9
330319725.52,88026014.48,242293711.03,186000113.84,47140147.98,9153449.21,66994656.53,3012370.44,100136950.01,45976372.42,54160577.59,38624111.99,13389363.92,2147101.69,36106616.4,221902136.98,1357316593.02,1778029251.9,,2018年1-10月保险业经营情况,,,,2018,1-10
354195034.91,97012739.78,257182295.13,196640489.89,50587972.08,9953833.16,72489086.52,3158259.56,110924470.0,51766716.58,59157753.42,41526585.61,15232183.52,2398984.3,40496215.52,232268213.2,1370768582.77,1800680246.17,,2018年1-11月保险业经营情况,,,,2018,1-11
380166228.65,107700823.61,272465405.04,207228622.38,54481260.62,10755522.03,79537298.76,3328530.93,122978747.97,58973204.19,64005543.78,43885216.59,17443361.27,2676965.91,47177328.57,243634975.9,1397248775.61,1833089187.19,,2018年保险业经营情况,,,,2018,1-12
85000000.0,13050000.0,71950000.0,62720000.0,7980000.0,1250000.0,,,13900000.0,6110000.0,7780000.0,5240000.0,2230000.0,310000.0,4690000.0,249480000.0,768310000.0,1874780000.0,,2019年1月保险业经营情况,,,,2019,1
116380000.0,19170000.0,97210000.0,82610000.0,12630000.0,1970000.0,,,22400000.0,9340000.0,13060000.0,9180000.0,3400000.0,480000.0,8300000.0,252380000.0,778050000.0,1885450000.0,,2019年1-2月保险业经营情况,,,,2019,1-2
163220000.0,29530000.0,133690000.0,108630000.0,21720000.0,3340000.0,,,33180000.0,14280000.0,18910000.0,13150000.0,5040000.0,720000.0,12680000.0,261890000.0,778480000.0,1910820000.0,,2019年1-3月保险业经营情况,,,,2019,1-3
190590000.0,38880000.0,151720000.0,120050000.0,27320000.0,4350000.0,,,42970000.0,19540000.0,23430000.0,15710000.0,6760000.0,960000.0,16690000.0,253310000.0,788360000.0,1904450000.0,,2019年1-4月保险业经营情况,,,,2019,1-4
90806800.0,13359300.0,77447500.0,66866000.0,9414900.0,1166500.0,,,12656300.000000002,5427700.0,7228600.0,4739000.0,2208000.0,281600.0,4497600.0,262320800.00000003,901912900.0,2110140000.0,,2020年1月保险业经营情况表,,,,2020,1
117677900.00000001,18460400.0,99217600.0,82037900.00000001,15423800.000000002,1755900.0,,,18919500.0,7689400.000000001,11230100.0,7586900.000000001,3264700.0000000005,378500.0,8028099.999999999,265508400.0,912172200.0,2129586099.9999998,,2020年2月保险业经营情况表,,,,2020,1-2
166953600.0,29617199.999999996,137336400.0,107979300.0,26407600.000000004,2949500.0,,,30312399.999999996,12610700.0,17701700.0,11645300.0,5412900.0,643500.0,12455800.0,286213500.0,916610200.0,2171927800.0,,2020年3月保险业经营情况表,,,,2020,1-3
198864400.0,40162700.0,158701700.0,121827900.00000001,32931700.0,3942100.0,,,41092800.0,18324900.0,22767900.0,14309200.0,7547500.0,911200.0,16740800.0,280359500.0,937928300.0,2187309700.0,,2020年4月保险业经营情况表,,,,2020,1-4
230638000.0,50129799.99999999,180508200.0,136346200.0,39268000.0,4894000.0,,,51485200.00000001,23891600.0,27593600.0,16966900.0,9440000.0,1186700.0,21012600.000000004,278407600.0,943046300.0,2198689100.0,,2020年5月保险业经营情况表,,,,2020,1-5
271862400.0,62074600.0,209787800.0,156189200.0,47596899.99999999,6001700.0,,,63081399.999999985,29838300.0,33243100.0,20240300.0,11550600.0,1452200.0,25880400.0,281519300.0,965274600.0,2197923400.0,,2020年6月保险业经营情况表,,,,2020,1-6
300617700.0,71907900.0,228709800.0,168815400.0,53019900.0,6874500.0,,,74791900.0,36073200.0,38718700.0,22884300.0,14092800.0,1741600.0,30531500.0,270854600.0,983131200.0000001,2206152800.0,,2020年7月保险业经营情况表,,,,2020,1-7
332465000.0,81832500.0,250632500.0,183907200.0,58967500.0,7757700.0,,,86589300.0,42237400.0,44351899.99999999,25714200.0,16631900.0,2005700.0,35595100.0,268194700.0,1009644599.9999999,2233419000.0,,2020年8月保险业经营情况表,,,,2020,1-8
369903900.0,92220900.0,277683000.0,201868800.0,66658900.0,9155300.0,,,99894800.0,48871400.0,51023400.0,29141100.0,19576900.0,2305400.0,41151500.0,257962000.0,1025276700.0,2243861900.0,,2020年9月保险业经营情况表,,,,2020,1-9
396083200.0,100478600.0,295604600.0,213945700.0,71620800.0,10038000.0,,,110817800.0,54273600.0,56544200.0,31966000.0,22023900.0,2554300.0,45262900.0,254028000.0,1043757000.0,2257411600.0,,2020年10月保险业经营情况表,,,,2020,1-10
421801200.0,109384300.0,312416900.0,225128200.0,76415200.0,10873500.0,,,123934300.0,61064799.99999999,62869500.0,34724400.0,25311700.0,2833500.0,49696899.99999999,259597400.00000003,1065648600.0,2292180600.0,,2020年11月保险业经营情况表,,,,2020,1-11
452573399.99999994,119285800.0,333287600.0,239819300.0,81727100.0,11741099.999999998,,,139071000.0,69547900.0,69523100.0,37151100.0,29211600.0,3160400.0,57280500.0,259734500.0,1091502600.0,2329843000.0,,2020年12月保险业经营情况表,,,,2020,1-12
100936900.0,12778800.000000002,88158100.0,74811600.0,12060700.0,1285900.0,,,15377900.0,6352200.0,9025700.0,5033700.0,3678600.0,313400.0,4501200.0,259816900.0,1096778600.0,2386968400.0,,2021年1月保险业经营情况表,,,,2021,1
132298799.99999999,18705100.0,113593600.0,92323000.0,19338500.0,1932200.0,,,26119700.000000007,10987100.0,15132600.0,8165900.0,6410300.0,556400.0,8136900.000000001,264614600.0,1094946400.0,2392037200.0,,2021年2月保险业经营情况表,,,,2021,1-2
179951699.99999997,29692300.0,150259500.0,116356900.0,30659500.0,3243100.0,,,39513100.0,17024500.0,22488600.0,12041600.0,9576100.0,870900.0,12408000.0,276148300.0,1111089200.0,2425841200.0,,2021年3月保险业经营情况表,,,,2021,1-3
211690300.0,39595900.0,172094400.0,130028200.0,37780100.0,4286100.0,,,51906100.000000015,22949600.0,28956500.0,14681600.0,13114200.0,1160700.0,16295200.0,265938200.0,1127343100.0,2436192400.0,,2021年4月保险业经营情况表,,,,2021,1-4
243335099.99999997,49036600.0,194298500.0,144763300.0,44265600.00000001,5269600.0,,,63602200.0,28495700.0,35106500.0,17231500.0,16444200.0,1430800.0000000002,20305800.0,264985400.0,1143010600.0,2459618500.0,,2021年5月保险业经营情况表,,,,2021,1-5
270988900.0,60287000.0,210702000.0,153009300.0,51360400.0,6332200.0,,,75311400.0,34092100.0,41219300.0,19803500.0,19728700.0,1687200.0,24463900.0,267062000.0,1118585200.0,2399154300.0,,2021年6月保险业经营情况,,,,2021,1-6
299644200.0,69221000.0,230423100.0,166009800.0,57173000.0,7240300.0,,,88764200.0,40419300.0,48344900.0,22335500.0,24011400.0,1998100.0,28524400.0,258712300.0,1120272900.0,2393414800.0,,2021年7月保险业经营情况表,,,,2021,1-7
330244900.0,78060700.0,252184199.99999997,181028000.0,63025700.0,8130500.0,,,102582300.0,47360000.0,55222299.99999999,25137000.0,27798300.0,2287100.0,32676400.0,262462300.0,1136144400.0,2413485300.0,,2021年8月保险业经营情况表,,,,2021,1-8
365142900.0,87817000.0,277326000.0,197912500.0,69859600.0,9553900.0,,,115920900.0,54013600.0,61907299.99999999,28142500.0,31155800.0,2609000.0,36800500.0,260954700.0,1150990300.0,2431964300.0,,2021年9月保险业经营情况表,,,,2021,1-9
390532500.0,96321100.0,294211400.0,209436400.0,74356400.0,10418599.999999998,,,126909500.0,59763400.0,67146100.0,30789400.0,33514200.0,2842500.0,40707700.0,258869900.00000003,1160402700.0,2444195500.0,,2021年10月保险业经营情况表,,,,2021,1-10
